,alg,p,dim,maze
218,e_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 0 1 ... 1 1 0]]"
219,m_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]
 [1 0 1 ... 1 1 0]]"
220,dfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [0 0 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
221,bfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [0 0 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
222,e_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [0 0 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
223,m_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [0 0 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
224,dfs,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]]"
225,bfs,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]]"
226,e_astar,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]]"
227,m_astar,0.8,50,"[[0 1 0 ... 1 1 0]
 [1 0 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 0]]"
228,dfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 0 1 ... 1 0 1]
 [1 1 1 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
229,bfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 0 1 ... 1 0 1]
 [1 1 1 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
230,e_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 0 1 ... 1 0 1]
 [1 1 1 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
231,m_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 0 1 ... 1 0 1]
 [1 1 1 ... 1 0 0]
 ...
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 1 1 1]
 [1 1 0 ... 1 1 0]]"
232,dfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 0 1 0]]"
233,bfs,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 0 1 0]]"
234,e_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 0 1 0]]"
235,m_astar,0.8,50,"[[0 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 ...
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 0 1 0]]"
236,dfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
237,bfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
238,e_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
239,m_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
240,dfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]]"
241,bfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]]"
242,e_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]]"
243,m_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 0 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]]"
244,dfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
245,bfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
246,e_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
247,m_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
248,dfs,0.9,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
249,bfs,0.9,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
250,e_astar,0.9,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
251,m_astar,0.9,50,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
252,dfs,0.9,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]]"
253,bfs,0.9,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]]"
254,e_astar,0.9,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]]"
255,m_astar,0.9,50,"[[0 1 0 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 0 1]
 [0 1 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]]"
256,dfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 0 0]]"
257,bfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 0 0]]"
258,e_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 0 0]]"
259,m_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 0 0]]"
260,dfs,0.9,50,"[[0 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
261,bfs,0.9,50,"[[0 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
262,e_astar,0.9,50,"[[0 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
263,m_astar,0.9,50,"[[0 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 1 1 ... 1 0 1]
 [1 0 1 ... 1 1 0]]"
264,dfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
265,bfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
266,e_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
267,m_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 0 ... 1 1 1]
 [1 0 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
268,dfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
269,bfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
270,e_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
271,m_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
272,dfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 0 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
273,bfs,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 0 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
274,e_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 0 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
275,m_astar,0.9,50,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 0 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
